id_item;pontuacao;identificador;texto;id_questao
1598;4;B;A alimentação é um ponto de grande importância nos relatos...;434
1599;0;C;O esforço descritivo indica como estrangeiros se deixaram fascinar pela sensualidade.;434
1600;5;D;Os autores lançam mão das sensibilidades (aromas, texturas) para possibilitar a compreensão europeia.;434
1601;4;A;Com a exigência do registro, terras de pequenos lavradores poderiam ser empecilhos para fazendeiros.;435
1602;5;B;Registrar ou não a terra era uma decisão difícil ligada a relações pessoais.;435
1603;0;C;O registro modificou a tradição fundiária dando privilégio aos grandes senhores.;435
1604;1;D;A Lei trazia uma brecha que impedia que o registro, por si só, bastasse para reconhecer a posse.;435
1605;0;A;A CLT foi apressadamente elaborada e imposta por Vargas.;436
1606;1;B;A entrevistada apresenta percepção sobre condições de trabalho e cotidiano na Fábrica Confiança.;436
1607;5;C;Pode-se inferir que existia a consciência da desigualdade das relações entre patrões e empregados.;436
1608;4;D;A CLT estabelecia novos direitos como o descanso semanal remunerado.;436
1609;1;A;A reportagem confirma o papel estratégico dos diplomatas.;437
1610;5;B;A homenagem póstuma mostra que atos condenados em uma época podem ser reavaliados em outra.;437
1611;4;C;A política de Vargas está em contradição com a imagem mítica do Brasil acolhedor.;437
1612;0;D;A fraude de vistos por Souza Dantas e Aracy Rosa é interpretada como crime.;437
1613;5;A;O efeito de humor dos memes vem da combinação de elementos da cultura popular contemporânea e ideias do senso comum sobre o conhecimento histórico.;439
1614;1;B;Ao afirmar que Portugal não é um país repleto de favelas, o meme português mostra uma interpretação preconcuituosa dos problemas sociais brasileiros.;439
1615;4;C;Os memes são exemplos de um tipo de humor efêmero que revela também a capacidade de ágil mobilização das redes sociais.;439
1616;0;D;Os memes indicam a falta de diversidade de correntes historiográficas que interpretem o passado colonial brasileiro.;439
1617;1;A;As fotografias apresentam o laboratório, a fermentação do vinho, o processo de limpeza manual de garrafas e a colocação de rótulos, todos relacionados à atividade da fábrica Tito Silva.;440
1618;5;B;As fotografias indicam o que o IPHAN avaliou no processo de tombamento da fábrica: a arquitetura, as máquinas, os equipamentos e a técnica.;440
1619;0;C;A segunda fotografia, ao mostrar o operário com uma garrafa vazia, reconhece de forma velada que o trabalhador é ao mesmo tempo produtor e consumidor do vinho de caju.;440
1620;4;D;A fábrica Tito Silva é considerada a mais antiga a produzir vinho de caju de maneira não-artesanal no território brasileiro, tendo distribuído sua produção não apenas no nordeste do país, mas também em outras partes do território brasileiro, nos EUA e na Europa.;440
1621;0;A;A Lei Falcão fazia parte do Pacote de Abril, conjunto de leis que determinou, entre outras medidas, a alteração das regras para o pleito de 1978. De acordo com essa lei, os senadores não seriam escolhidos por voto direto, mas por um colégio eleitoral. Dessa lei surgiu o termo “Senador Biônico”.;441
1622;5;B;O projeto Henfil fez parte de uma série de crônicas e cartuns publicadas semanalmente por Henfil na Revista Isto É, entre os anos de 1977-1980. Em pleno processo de abertura política, o autor fazia uso do humor para apresentar um retrato crítico do panorama social e político do Brasil dos anos 1970.;441
1623;1;C;Redigido por Henrique de Souza Filho, trata-se de uma proposta humorística de projeto de lei, que divide o país em dois territórios: Brasil Democrático e Brasil Biônico. O projeto compreende artigos específicos para cada um deles.;441
1624;4;D;"O termo “biônico” se tornou bastante popular no Brasil através de uma série de TV norte americana dos anos 1970, ""Cyborg, o homem de seis milhões de dólares"" na qual o personagem principal, após um grave acidente, recebia implantes cibernéticos que lhe davam capacidades sobre-humanas.";441
1625;4;A;De um lado da placa vê-se o então ex-presidente norte-americano, Theodore Roosevelt e, do outro, o explorador e militar Cândido Rondon.;442
1626;0;B;Patrocinada pelos Estados Unidos, a expedição foi idealizada pelo presidente Woodrow Wilson como parte da política de Boa Vizinhança, que pautava as relações internacionais norte-americanas no período.;442
1627;1;C;A fotografia traz um grupo de homens fardados, ao ar livre, tendo a floresta ao fundo e posando ao lado de um marco territorial.;442
1628;5;D;A renomeação de um rio em território brasileiro com o nome do estadunidense Roosevelt é politicamente simbólica e de caráter oficial.;442
1629;0;A;Eram estabelecimentos leigos voltados à reeducação de mulheres com problemas disciplinares que impossibilitavam a vida em sociedade.;443
1630;4;B;O seu público alvo eram mulheres de famílias abastadas da colônia, que podiam inclusive levar escravas que as servissem.;443
1631;5;C;As mulheres buscavam oportunidades para auto-regularem suas vidas, tanto pelo acesso à educação quanto pela sociabilidade ali encontrada.;443
1632;1;D;Elas funcionavam com certa autonomia frente às ordens pastorais, tanto no que diz respeito à condução administrativa quanto às práticas corriqueiras das enclausuradas.;443
1633;1;A;O freio de ar é uma referência metafórica que manda calar a crítica social contida no poema, enquanto que as aliterações e onomatopeias sugerem o ruído produzido pelo movimento do trem.;444
1634;0;B;O poema é uma referência a “Trem de Ferro”, de Manuel Bandeira. Assim como Bandeira, Solano se refere à crueza da vida na periferia do Rio de Janeiro de seu tempo.;444
1635;4;C;Solano foi o fundador do Teatro Popular Brasileiro (1950), em parceria com Edison Carneiro. O elenco era formado por operários, domésticas, comerciários e estudantes, e os espetáculos eram adaptações teatrais de músicas e danças da cultura popular afro-brasileira e indígena.;444
1636;5;D;Por causa desse poema, Solano Trindade foi preso e teve seu livro “Poemas de uma vida simples” apreendido, em 1944, por ser considerado subversivo. Musicado por João Ricardo, do Secos & Molhados, em 1975, o poema foi novamente censurado.;444
1637;5;A;Embora o Bembé tenha surgido como comemoração do primeiro aniversário da Abolição, ao longo do tempo passou a ser também associado à fartura da pesca.;445
1638;1;B;Bembé do Mercado é uma festa popular religiosa de origem afro brasileira, realizada em Santo Amaro da Purificação, na Bahia, e que comemora, desde 1889, a Abolição da Escravidão.;445
1639;0;C;O presente para a mãe d’água surgiu da comemoração do aniversário da Abolição, realizado pela primeira vez no ano de 1889.;445
1640;4;D;Ao falar sobre o Bembé do Mercado, o depoimento de Nicinha do Samba revela o caráter pessoal, fragmentário e multifacetado da memória a respeito de um determinado evento ou prática social.;445
1641;1;A;A análise do historiador está pautada tanto por documentos antigos quanto do presente, de modo a erigir uma problemática histórica que nos atinge diretamente.;446
1642;4;B;Ao citar a situação específica do lixo no Brasil, o historiador insere nosso país numa crise ambiental internacional da atualidade.;446
1643;5;C;Os vários exemplos utilizados no texto revelam que o desenvolvimento de novas tecnologias não implica necessariamente uma melhoria da qualidade de vida das pessoas.;446
1644;0;D;Para falar do colapso ambiental o historiador da arte teve que abandonar o campo da história e o conceito de processo histórico.;446
1645;4;A;A reforma do Código Penal proposta por Lemos Britto não foi realizada, sendo que o código de 1890 vigorou até 1940.;447
1646;5;B;Mudanças nos comportamentos individuais e coletivos tornam necessária a revisão e alteração das leis.;447
1647;0;C;As colônias-modelo indicadas por Lemos Britto são instituições para aqueles que possuíam moléstias mentais e nervosas.;447
1648;1;D;O relatório elaborado no começo do século XX apresenta propostas para a reforma do Código Penal brasileiro de 1890 e do sistema penitenciário.;447
1649;0;A;A primeira colônia de chineses no Brasil foi fundada em 1870, por Manoel José da Costa Lima Vianna e João Antonio de Miranda e Silva, que por meio de um decreto garantiram o direito de monopólio sobre a vinda de asiáticos optando, poucos anos depois, pelo investimento na vinda de japoneses no lugar de chineses.;448
1650;1;B;Angelo Agostini nesta imagem faz uma crítica à tentativa de utilizar asiáticos, mais especificamente os chamados “chins”, como mão de obra nas fazendas, colocando “pretos e amarellos” em posição de equivalência, desqualificando-os.;448
1651;4;C;"A imigração asiática dividiu opiniões entre as décadas de 1870-80: por um lado, argumentos reforçavam o baixo custo dos trabalhadores chineses e suas boas capacidades técnicas; por outro, temia-se a substituição da escravidão africana pela asiática e a ""mongolização"" da população brasileira.";448
1652;5;D;Os debates acerca da imigração asiática passam não apenas pelas questões da mão de obra e do trabalho escravo, mas também pela discussão sobre o tipo ideal de imigrante e seu impacto na consolidação da identidade nacional brasileira.;448
1653;5;A;A LDB começou a tramitar em 1988 e, seguindo o processo legislativo normal, foi sancionada após oito anos de debate que envolvia especialistas e setores da sociedade. Em contraste, a redação atual foi imposta por Medida Provisória e sancionada em apenas quatro meses.;449
1654;4;B;Na redação de 1996, há uma preocupação com a formação humanística do estudante, enquanto na de 2017 o currículo é apresentado em itens genéricos.;449
1655;1;C;Há percepções distintas acerca dos conteúdos a serem estudados no Ensino Médio, sendo que a redação de 2017 retira a obrigatoriedade expressa do ensino de história.;449
1656;0;D;A alteração de 2017, ao criar os itinerários formativos específicos, garante que os estudantes tenham uma formação mais ampla em todas as áreas.;449
1657;5;A;A canção mostra como a união das forças de diferentes agentes sociais pode ser a base para uma revolução que modifique os rumos de um país.;452
1658;0;B;Na peça original dos Irmãos Grimm havia um galo, transformado em galinha em Os Saltimbancos, para representar exclusivamente as reivindicações feministas.;452
1659;1;C;A letra versa sobre a união de diversas qualidades da gata, do cão, do jumento e da galinha.;452
